"('mid',)","('averageRating',)","('numVotes',)"
tt0015842,7.1,1570
tt0015847,5.9,130
tt0015861,6.6,565
tt0015863,7.2,4250
tt0015864,8.2,108893
tt0015872,6.9,180
tt0015873,7.7,1043
tt0015881,8.1,9760
tt0015883,6.8,264
tt0015909,6.9,178
tt0015916,6.6,201
tt0015921,7.4,176
tt0015935,6.5,138
tt0015948,6.8,182
tt0015953,5.7,329
tt0015956,6.6,252
tt0015959,6.2,113
tt0015973,5.7,112
tt0015977,6.1,239
tt0016004,7.2,1151
tt0016005,6.7,687
tt0016006,5.8,144
tt0016013,7.2,534
tt0016022,5.9,129
tt0016023,6.8,516
tt0016028,6.8,969
tt0016029,7.0,1678
tt0016039,7.0,5114
tt0016049,6.3,108
tt0016104,7.3,2393
tt0016123,6.2,1145
tt0016129,6.0,151
tt0016142,6.3,138
tt0016174,2.4,180
tt0016184,1.6,173
tt0016185,7.0,398
tt0016201,6.1,244
tt0016205,7.0,151
tt0016220,7.6,18072
tt0016226,6.0,329
tt0016230,5.8,2475
tt0016232,7.2,268
tt0016240,6.6,161
tt0016241,5.1,248
tt0016251,5.1,194
tt0016258,7.1,352
tt0016276,6.4,348
tt0016288,6.3,213
tt0016294,6.4,162
tt0016308,6.6,547
tt0016309,5.6,248
tt0016310,6.6,384
tt0016332,7.9,10081
tt0016338,5.8,144
tt0016346,7.2,101
tt0016358,2.1,172
tt0016359,5.8,108
tt0016361,7.0,107
tt0016375,5.9,194
tt0016377,5.6,132
tt0016390,7.3,118
tt0016392,6.3,350
tt0016394,6.8,963
tt0016395,7.2,337
tt0016439,6.4,136
tt0016446,7.2,107
tt0016461,6.5,613
tt0016469,6.0,134
tt0016473,7.2,1903
tt0016480,6.9,334
tt0016481,7.4,1202
tt0016491,7.7,761
tt0016493,6.7,222
tt0016544,5.0,1508
tt0016545,5.5,294
tt0016548,6.9,161
tt0016559,6.9,132
tt0016560,6.1,651
tt0016563,6.6,146
tt0016583,5.2,179
tt0016585,5.4,190
tt0016586,4.8,128
tt0016587,4.9,131
tt0016589,5.3,208
tt0016591,5.0,119
tt0016593,5.4,250
tt0016594,5.1,168
tt0016600,5.1,380
tt0016627,7.1,1196
tt0016629,6.5,794
tt0016630,7.0,3345
tt0016632,6.3,158
tt0016634,7.1,399
tt0016640,6.5,434
tt0016641,7.8,7585
tt0016643,6.2,245
tt0016646,6.4,483
tt0016654,7.1,1873
tt0016655,6.8,782
tt0016664,5.7,183
tt0016669,7.3,1581
tt0016672,5.4,584
tt0016690,6.3,1475
tt0016691,6.7,133
tt0016730,6.1,116
tt0016747,6.5,271
tt0016762,6.7,176
tt0016783,6.8,138
tt0016801,7.0,204
tt0016804,7.1,810
tt0016812,7.0,104
tt0016820,6.6,315
tt0016822,7.0,1010
tt0016827,6.7,133
tt0016832,7.1,483
tt0016845,6.7,103
tt0016847,8.1,14998
tt0016851,6.3,176
tt0016854,6.2,259
tt0016871,6.0,819
tt0016884,7.6,4273
tt0016895,7.5,1669
tt0016903,5.4,525
tt0016914,6.8,725
tt0016939,6.4,333
tt0016947,6.6,260
tt0016953,6.6,807
tt0016971,5.8,159
tt0017004,6.5,288
tt0017007,6.6,148
tt0017014,7.4,106
tt0017025,7.3,113
tt0017028,7.0,180
tt0017029,6.8,437
tt0017048,7.4,3436
tt0017075,7.3,11586
tt0017078,6.6,182
tt0017082,6.2,242
tt0017096,6.7,529
tt0017103,6.7,731
tt0017119,6.9,371
tt0017120,6.8,360
tt0017128,7.5,2758
tt0017136,8.3,170325
tt0017137,7.2,114
tt0017139,5.4,121
tt0017159,6.9,312
tt0017162,6.8,626
tt0017184,5.7,143
tt0017195,6.8,137
tt0017196,6.7,868
tt0017198,6.0,256
tt0017204,6.5,115
tt0017214,7.1,330
tt0017226,6.8,242
tt0017231,5.8,169
tt0017251,2.6,187
tt0017268,5.7,244
tt0017271,7.6,1072
tt0017292,6.7,107
tt0017293,7.1,156
tt0017329,6.4,222
tt0017338,6.1,120
tt0017347,6.3,329
tt0017350,7.7,1795
tt0017354,6.3,183
tt0017372,6.5,210
tt0017374,6.1,166
tt0017376,7.2,510
tt0017378,6.6,346
tt0017382,6.7,294
tt0017401,7.0,159
tt0017405,6.0,522
tt0017409,7.1,570
tt0017410,6.6,209
tt0017416,6.6,1965
tt0017418,7.0,121
tt0017419,6.3,267
tt0017423,7.4,1319
tt0017437,6.7,867
tt0017438,6.9,677
tt0017448,7.1,2453
tt0017449,6.9,1227
tt0017463,7.5,1189
tt0017480,6.9,801
tt0017483,6.3,756
tt0017519,6.7,156
tt0017525,5.8,113
tt0017531,7.2,145
tt0017534,6.7,1920
tt0017537,4.7,112
tt0017540,6.9,406
tt0017560,7.2,110
tt0017567,7.0,817
tt0017584,6.8,118
tt0017609,4.9,207
tt0017618,6.1,214
tt0017619,8.2,364
tt0017621,6.2,355
tt0017632,6.3,397
tt0017653,7.0,281
tt0017662,7.0,214
tt0017664,7.1,1245
tt0017667,7.0,772
tt0017668,7.6,4323
tt0017726,6.3,138
tt0017729,6.0,575
tt0017735,6.8,315
tt0017736,7.1,207
tt0017739,7.1,2952
tt0017743,6.9,976
tt0017744,5.9,677
tt0017748,6.9,116
tt0017750,7.3,442
tt0017751,6.5,287
tt0017765,7.0,4792
tt0017775,7.0,2016
tt0017809,7.1,726
tt0017813,6.8,967
tt0017825,6.0,2532
tt0017832,5.4,252
tt0017836,6.5,887
tt0017843,5.5,2757
tt0017850,7.4,103
tt0017860,6.1,741
tt0017868,6.4,130
tt0017870,6.4,211
tt0017871,6.5,959
tt0017886,6.3,248
tt0017893,6.0,590
tt0017899,6.0,105
tt0017918,7.1,330
tt0017925,8.2,89093
tt0017928,6.5,213
tt0017938,6.9,872
tt0017949,6.0,244
tt0017954,6.1,133
tt0017961,7.4,1095
tt0017967,7.0,125
tt0017998,7.2,273
tt0018014,6.7,245
tt0018016,6.4,246
tt0018033,7.2,3197
tt0018037,6.4,9821
tt0018045,6.9,317
tt0018051,7.6,4299
tt0018054,7.4,2111
tt0018066,7.3,1688
tt0018083,6.8,1021
tt0018087,7.2,765
tt0018097,6.7,1338
tt0018102,6.4,517
tt0018106,6.4,544
tt0018107,6.9,1036
tt0018113,6.4,809
tt0018119,6.7,297
tt0018138,6.2,386
tt0018150,6.2,277
tt0018166,6.8,496
tt0018179,6.4,614
tt0018183,7.5,862
tt0018187,7.3,105
tt0018190,7.3,214
tt0018192,8.2,7714
tt0018199,6.2,123
tt0018212,6.0,214
tt0018213,6.0,257
tt0018217,7.4,7738
tt0018218,6.4,351
tt0018235,6.8,157
tt0018245,5.4,143
tt0018246,6.5,316
tt0018247,6.5,139
tt0018253,6.1,536
tt0018268,6.3,134
tt0018294,6.6,902
tt0018297,6.8,773
tt0018311,6.9,1419
tt0018328,6.2,3474
tt0018351,7.0,225
tt0018356,6.7,536
tt0018362,6.2,396
tt0018368,6.8,753
tt0018371,7.2,254
tt0018379,7.6,3560
tt0018389,5.6,176
tt0018392,7.2,419
tt0018394,6.8,118
tt0018397,6.9,570
tt0018410,7.0,107
tt0018413,5.8,506
tt0018440,6.5,1004
tt0018446,6.5,128
tt0018451,7.6,1497
tt0018452,6.2,598
tt0018453,6.4,159
tt0018455,8.1,50357
tt0018464,5.3,182
tt0018465,2.7,183
tt0018471,7.2,1562
tt0018484,6.2,132
tt0018487,6.5,488
tt0018500,7.1,204
tt0018505,7.3,1179
tt0018509,6.3,374
tt0018513,5.7,662
tt0018515,6.7,1005
tt0018523,6.8,877
tt0018524,6.8,446
tt0018525,3.3,182
tt0018526,7.6,2971
tt0018528,7.8,7928
tt0018530,6.2,289
tt0018566,7.0,344
tt0018573,6.0,479
tt0018578,7.6,12573
tt0018579,4.6,197
tt0018583,6.2,618
tt0018584,7.1,116
tt0018588,6.6,254
tt0018600,6.1,144
tt0018615,7.0,380
tt0018618,6.3,1136
tt0018628,6.2,113
tt0018674,7.1,107
tt0018675,6.3,616
tt0018678,6.5,482
tt0018684,7.5,1114
tt0018721,6.0,219
tt0018722,5.5,151
tt0018728,6.9,470
tt0018737,7.8,10580
tt0018739,6.4,126
tt0018742,8.0,11549
tt0018744,5.4,146
tt0018749,6.8,858
tt0018756,5.5,2309
tt0018761,6.1,116
tt0018770,7.3,3900
tt0018773,8.1,33050
tt0018795,6.8,684
tt0018806,8.1,8275
tt0018826,6.9,203
tt0018836,7.0,451
tt0018839,7.5,4435
tt0018841,7.2,654
tt0018846,6.5,109
tt0018850,2.4,185
tt0018860,6.3,701
tt0018862,7.0,144
tt0018873,6.8,1326
tt0018876,5.8,2789
tt0018879,6.0,196
tt0018882,7.0,192
tt0018890,7.3,1216
tt0018907,7.1,225
tt0018908,7.0,303
tt0018909,7.1,725
tt0018910,4.4,407
tt0018913,5.5,189
tt0018925,6.6,913
tt0018927,6.9,440
tt0018935,6.6,276
tt0018937,6.6,731
tt0018945,6.2,102
tt0018970,6.7,812
tt0018972,6.6,478
tt0018990,7.0,198
tt0018996,6.2,158
tt0019035,6.3,126
tt0019043,7.1,383
tt0019067,7.0,449
tt0019071,8.0,3838
tt0019074,7.6,1949
tt0019077,2.2,179
tt0019079,6.7,993
tt0019096,5.7,810
tt0019098,6.5,705
tt0019109,7.8,2262
tt0019127,7.0,208
tt0019130,7.7,6726
tt0019151,6.9,575
tt0019152,6.8,375
tt0019182,5.4,151
tt0019186,6.6,234
tt0019195,7.3,1336
tt0019225,6.9,318
tt0019227,6.4,263
tt0019237,6.8,1792
tt0019241,5.7,191
tt0019253,6.8,324
tt0019254,8.2,52956
tt0019258,7.5,2581
tt0019267,7.2,1327
tt0019278,7.0,2023
tt0019286,7.0,2084
tt0019290,6.5,278
tt0019304,6.7,1290
tt0019305,6.7,116
tt0019312,6.5,131
tt0019325,6.0,212
tt0019328,5.8,211
tt0019335,4.8,219
tt0019337,5.7,149
tt0019344,7.3,2681
tt0019367,5.4,318
tt0019374,7.0,287
tt0019376,6.7,734
tt0019379,7.7,3719
tt0019381,7.1,102
tt0019388,6.3,244
tt0019397,5.8,212
tt0019398,6.1,109
tt0019400,6.4,1023
tt0019401,5.5,112
tt0019403,7.6,754
tt0019412,7.6,3672
tt0019415,7.5,3508
tt0019421,7.9,14382
tt0019422,7.5,8984
tt0019429,7.3,2335
tt0019434,6.5,280
tt0019445,5.7,188
tt0019451,6.8,440
tt0019462,6.4,267
tt0019465,6.7,760
tt0019466,7.0,410
tt0019480,6.3,248
tt0019489,7.0,405
tt0019498,6.5,264
tt0019504,7.2,1435
tt0019509,7.3,511
tt0019532,6.6,431
tt0019553,6.9,182
tt0019556,6.9,955
tt0019557,6.1,485
tt0019558,7.4,1749
tt0019563,7.2,1784
tt0019571,6.5,229
tt0019574,6.9,847
tt0019585,8.0,6578
tt0019589,7.2,115
tt0019591,7.2,1512
tt0019607,6.6,1136
tt0019609,6.9,132
tt0019611,7.1,991
tt0019616,6.9,397
tt0019629,6.9,235
tt0019630,5.8,790
tt0019640,6.8,876
tt0019644,7.1,1372
tt0019646,7.6,1013
tt0019649,7.2,2073
tt0019655,7.4,1541
tt0019658,5.2,246
tt0019670,7.0,698
tt0019677,6.2,422
tt0019684,4.8,477
tt0019686,6.9,1394
tt0019688,7.6,3102
tt0019690,5.4,263
tt0019699,5.7,317
tt0019701,6.4,493
tt0019702,6.9,10537
tt0019704,6.4,106
tt0019714,5.6,505
tt0019715,7.1,194
tt0019716,7.0,177
tt0019723,7.3,179
tt0019725,6.2,394
tt0019726,6.2,196
tt0019729,5.7,7074
tt0019735,6.4,1028
tt0019745,5.9,688
tt0019746,6.7,197
tt0019760,8.4,24379
tt0019765,6.2,114
tt0019777,6.9,7511
tt0019785,6.3,428
tt0019788,5.6,2142
tt0019796,6.4,453
tt0019797,5.2,106
tt0019798,6.8,318
tt0019800,5.8,138
tt0019802,6.6,114
tt0019811,6.8,1136
tt0019813,6.7,106
tt0019815,6.2,140
tt0019823,6.1,1167
tt0019824,6.2,769
tt0019831,6.1,101
tt0019832,7.0,1181
tt0019838,6.6,401
tt0019839,3.7,209
tt0019843,7.0,430
tt0019850,7.1,569
tt0019852,6.7,514
tt0019856,6.8,156
tt0019881,6.0,180
tt0019884,6.1,315
tt0019886,6.6,306
tt0019889,6.1,139
tt0019901,7.2,3392
tt0019909,7.0,158
tt0019929,5.5,137
tt0019933,5.8,714
tt0019935,7.1,762
tt0019936,7.0,186
tt0019939,6.3,130
tt0019945,5.3,137
tt0019946,6.1,877
tt0019949,6.5,378
tt0019957,5.5,146
tt0019959,6.7,1818
tt0019968,7.1,1217
tt0019975,6.9,698
tt0019976,7.2,792
tt0019979,5.1,142
tt0019983,5.3,362
tt0019992,5.8,184
tt0019993,5.9,2032
tt0019999,7.0,1183
tt0020004,6.6,408
tt0020007,6.9,166
tt0020011,6.0,163
tt0020014,5.8,137
tt0020018,5.6,1086
tt0020025,7.1,243
tt0020030,7.1,1264
tt0020034,6.4,301
tt0020041,5.7,410
tt0020042,5.6,137
tt0020044,7.5,109
tt0020049,5.9,377
tt0020053,6.3,816
tt0020062,6.8,1122
tt0020075,7.5,258
tt0020078,6.7,389
tt0020080,6.9,611
tt0020081,6.0,511
tt0020086,6.5,135
tt0020088,6.2,107
tt0020092,6.7,700
tt0020094,7.6,1736
tt0020099,6.7,125
tt0020103,6.1,516
tt0020109,5.4,122
tt0020112,7.0,2304
tt0020114,6.6,205
tt0020122,7.7,1337
tt0020126,5.6,494
tt0020142,6.2,2914
tt0020143,6.3,1201
tt0020144,6.6,407
tt0020152,6.2,109
tt0020158,6.9,224
tt0020161,7.2,1264
tt0020163,7.3,3074
tt0020164,5.3,369
tt0020166,5.7,202
tt0020167,6.2,517
tt0020168,5.7,486
tt0020179,6.4,116
tt0020182,7.0,142
tt0020193,7.4,289
tt0020197,6.2,243
tt0020198,6.1,645
tt0020210,5.9,556
tt0020217,5.7,223
tt0020218,5.7,117
tt0020219,5.2,112
tt0020223,6.8,762
tt0020228,6.8,177
tt0020230,7.3,832
tt0020232,7.3,405
tt0020238,5.9,330
tt0020246,6.2,464
tt0020247,6.2,862
tt0020253,6.9,387
tt0020258,5.8,126
tt0020264,7.1,1590
tt0020267,5.0,124
tt0020269,7.1,1569
tt0020276,5.8,404
tt0020278,5.8,125
tt0020286,6.5,878
tt0020293,6.7,226
tt0020298,7.1,3245
tt0020305,5.4,411
tt0020307,6.6,117
tt0020320,6.8,195
tt0020321,7.2,1691
tt0020332,6.1,739
tt0020335,7.3,600
tt0020336,6.0,237
tt0020344,6.8,124
tt0020353,6.5,115
tt0020358,6.1,344
tt0020359,5.3,206
tt0020364,6.0,253
tt0020366,4.9,139
tt0020371,6.4,112
tt0020388,6.1,354
tt0020389,6.8,101
tt0020392,6.6,226
tt0020402,6.2,281
tt0020403,5.8,438
tt0020405,7.0,238
tt0020410,6.7,587
tt0020414,7.7,4736
tt0020419,6.2,141
tt0020425,5.5,245
tt0020427,6.8,113
tt0020431,5.2,183
tt0020432,6.0,112
tt0020439,6.3,687
tt0020442,7.0,2107
tt0020445,6.3,467
tt0020446,4.7,403
tt0020447,6.5,416
tt0020451,7.2,1496
tt0020458,6.2,421
tt0020461,5.5,164
tt0020466,6.6,419
tt0020475,7.8,4418
tt0020479,6.2,582
tt0020480,5.5,173
tt0020481,5.6,123
tt0020484,5.6,403
tt0020487,6.9,722
tt0020488,5.9,686
tt0020489,7.2,1101
tt0020490,5.8,171
tt0020492,5.8,636
tt0020499,6.5,679
tt0020502,6.2,208
tt0020509,6.3,550
tt0020510,6.6,303
tt0020514,6.5,1341
tt0020516,6.6,137
tt0020523,7.2,407
tt0020530,7.7,49011
tt0020531,7.0,1213
tt0020534,5.7,314
tt0020538,5.4,624
tt0020542,5.3,243
tt0020543,6.0,427
tt0020547,7.2,136
tt0020556,6.8,761
tt0020563,6.4,541
tt0020566,6.1,284
tt0020570,7.3,997
tt0020572,5.9,749
tt0020580,5.9,427
tt0020581,6.6,643
tt0020585,7.3,418
tt0020589,6.6,686
tt0020590,6.3,480
tt0020591,5.8,436
tt0020594,6.9,341
tt0020595,6.7,107
tt0020602,6.6,104
tt0020607,7.0,926
tt0020608,7.1,248
tt0020613,6.5,307
tt0020620,5.7,1520
tt0020621,6.7,118
tt0020628,6.3,111
tt0020629,8.1,60392
tt0020640,7.4,14356
tt0020641,6.6,3144
tt0020642,7.0,890
tt0020643,7.3,2320
tt0020645,6.6,121
tt0020646,4.3,103
tt0020647,5.6,315
tt0020656,7.2,480
tt0020658,6.1,349
tt0020661,5.1,152
tt0020666,6.3,227
tt0020667,5.8,399
tt0020668,6.4,989
tt0020670,5.7,202
tt0020671,6.2,280
tt0020673,5.1,226
tt0020677,5.9,136
tt0020678,7.2,1724
tt0020679,6.1,373
tt0020683,6.1,115
tt0020686,7.1,2147
tt0020690,5.7,273
tt0020691,7.2,3745
tt0020693,6.0,412
tt0020695,6.1,678
tt0020697,7.7,14822
tt0020698,7.4,1645
tt0020699,5.3,329
tt0020701,6.2,518
tt0020702,5.4,402
tt0020703,5.2,133
tt0020705,5.4,209
tt0020708,7.4,2017
tt0020713,5.8,294
tt0020714,5.9,127
tt0020717,4.7,238
tt0020720,6.3,439
tt0020724,5.6,203
tt0020735,5.6,318
tt0020739,5.8,108
tt0020740,4.5,159
tt0020752,6.3,565
tt0020754,5.8,132
tt0020758,5.2,391
tt0020763,5.7,177
tt0020768,7.7,3246
tt0020784,5.8,416
tt0020785,5.2,148
tt0020793,7.6,1111
tt0020796,5.2,214
tt0020798,6.7,150
tt0020799,6.1,247
tt0020805,5.4,137
tt0020806,6.1,529
tt0020810,5.6,113
tt0020814,7.1,251
tt0020815,7.2,1773
tt0020821,6.6,682
tt0020823,6.1,194
tt0020827,6.7,3101
tt0020828,5.3,368
tt0020829,6.2,332
tt0020834,6.6,125
tt0020836,6.5,1109
tt0020838,5.8,459
tt0020842,6.6,807
tt0020852,5.0,440
tt0020866,5.8,142
tt0020869,5.3,191
tt0020873,6.2,230
tt0020875,6.6,586
tt0020876,6.7,1073
tt0020880,5.6,246
tt0020885,6.8,508
tt0020887,7.5,147
tt0020888,5.9,103
tt0020890,6.2,241
tt0020891,6.2,1313
tt0020894,6.7,236
tt0020895,5.6,119
tt0020896,6.4,487
tt0020900,6.1,242
tt0020902,5.5,902
tt0020906,6.0,319
tt0020907,4.3,110
tt0020919,5.3,851
tt0020924,5.8,181
tt0020926,4.4,154
tt0020927,6.2,1163
tt0020929,6.4,351
tt0020932,6.7,490
tt0020938,5.4,397
tt0020942,5.0,120
tt0020945,6.0,348
tt0020949,5.9,165
tt0020950,6.1,456
tt0020959,5.5,178
tt0020960,7.3,5357
tt0020966,6.5,409
tt0020979,7.5,1956
tt0020980,6.5,643
tt0020983,5.5,261
tt0020985,6.4,518
tt0020987,6.0,352
tt0021001,5.4,142
tt0021004,7.3,209
tt0021013,6.9,314
tt0021015,4.6,2302
tt0021016,5.4,749
tt0021018,5.3,363
tt0021025,6.7,1335
tt0021037,6.0,110
tt0021040,6.7,1208
tt0021042,5.9,179
tt0021044,6.3,229
tt0021045,5.3,105
tt0021048,5.4,157
tt0021053,6.4,344
tt0021054,7.1,1758
tt0021060,6.4,528
tt0021061,5.9,143
tt0021069,5.5,166
tt0021070,5.1,162
tt0021074,6.6,453
tt0021079,7.2,13107
tt0021087,6.0,423
tt0021090,5.3,160
tt0021092,5.6,273
tt0021094,5.2,178
tt0021100,5.4,200
tt0021102,6.2,140
tt0021106,6.4,1030
tt0021110,6.0,208
tt0021118,6.2,119
tt0021121,6.5,233
tt0021128,5.8,825
tt0021132,5.7,237
tt0021133,5.0,306
tt0021134,4.9,246
tt0021140,6.0,287
tt0021141,5.2,115
tt0021146,6.2,344
tt0021148,6.8,1696
tt0021149,5.6,482
tt0021151,5.8,294
tt0021152,4.9,574
tt0021153,6.7,1304
tt0021156,7.0,6507
tt0021159,5.6,116
tt0021165,6.3,6273
tt0021166,6.8,253
tt0021168,6.6,116
tt0021178,6.0,179
tt0021181,6.1,335
tt0021182,7.5,1551
tt0021184,6.2,101
tt0021189,5.9,1079
tt0021191,5.3,287
tt0021192,4.8,148
tt0021197,6.2,445
tt0021202,3.8,141
tt0021203,5.6,101
tt0021216,5.8,172
tt0021217,5.6,438
tt0021223,6.2,744
tt0021224,5.7,192
tt0021225,6.5,500
tt0021228,6.3,759
tt0021231,5.0,116
tt0021232,5.8,316
tt0021239,5.2,271
tt0021240,6.0,373
tt0021243,4.8,122
tt0021247,7.2,198
tt0021250,6.2,379
tt0021252,6.1,393
tt0021262,6.3,310
tt0021263,6.0,263
tt0021268,7.3,222
tt0021273,6.9,608
tt0021274,5.5,102
tt0021275,6.9,346
tt0021276,5.6,158
tt0021279,6.2,120
tt0021280,5.1,176
tt0021281,6.4,929
tt0021282,5.7,415
tt0021283,6.3,464
tt0021287,5.5,424
tt0021288,5.8,120
tt0021292,5.7,534
tt0021294,5.6,637
tt0021295,5.4,289
tt0021297,6.0,196
tt0021303,5.7,147
tt0021304,5.7,186
tt0021305,6.2,107
tt0021307,5.8,176
tt0021308,4.5,106
tt0021309,7.7,1315
tt0021310,5.8,883
tt0021312,6.5,606
tt0021317,5.3,191
tt0021322,6.3,360
tt0021324,5.0,276
tt0021327,5.6,130
tt0021331,7.3,6585
tt0021335,5.5,256
tt0021337,5.9,128
tt0021339,7.3,396
tt0021345,5.3,274
tt0021357,6.5,124
tt0021359,6.3,114
tt0021364,5.7,354
tt0021365,5.1,140
tt0021366,7.0,134
tt0021371,6.2,329
tt0021374,5.9,500
tt0021375,6.8,880
tt0021376,5.5,275
tt0021377,6.1,583
tt0021380,6.2,546
tt0021381,6.3,646
tt0021382,6.2,259
tt0021394,6.0,174
tt0021400,5.9,191
tt0021401,5.2,184
tt0021406,6.9,808
tt0021408,5.8,463
tt0021409,7.1,2235
tt0021413,5.6,299
tt0021420,6.6,264
tt0021422,5.2,129
tt0021429,6.9,153
tt0021434,5.7,327
tt0021435,5.4,177
tt0021439,5.1,139
tt0021449,5.4,108
tt0021456,8.0,286
tt0021463,6.5,186
tt0021464,5.3,247
tt0021470,5.0,104
tt0021472,5.8,254
tt0021483,6.3,202
tt0021484,7.1,134
tt0021486,5.9,239
tt0021487,6.7,110
tt0021492,6.4,140
tt0021493,5.6,298
tt0021505,6.7,1231
tt0021508,5.9,1221
tt0021511,5.5,179
tt0021524,6.1,108
tt0021525,5.6,174
tt0021530,5.6,114
tt0021531,6.1,324
tt0021533,5.8,734
tt0021534,5.9,601
tt0021542,7.4,2017
tt0021546,7.1,136
tt0021547,6.1,162
tt0021549,6.5,1027
tt0021550,5.9,183
tt0021551,6.4,406
tt0021556,5.9,343
tt0021557,5.3,123
tt0021568,6.1,184
tt0021571,7.2,5627
tt0021576,7.4,4173
tt0021577,7.2,13700
tt0021579,6.8,109
tt0021580,6.3,311
tt0021590,5.4,206
tt0021593,5.9,116
tt0021594,6.9,128
tt0021595,5.9,254
tt0021599,4.2,159
tt0021606,6.1,154
tt0021607,6.5,752
tt0021615,5.9,210
tt0021622,6.2,1724
tt0021632,6.2,399
tt0021633,6.5,1145
tt0021634,6.3,119
tt0021635,6.5,1329
tt0021636,6.2,1300
tt0021640,7.0,116
tt0021642,6.5,360
tt0021644,6.8,1393
tt0021645,6.7,406
tt0021646,7.4,1738
tt0021647,6.9,582
tt0021649,6.1,476
tt0021653,6.7,129
tt0021654,6.6,702
tt0021657,5.9,335
tt0021658,6.4,116
tt0021659,5.7,143
tt0021660,5.8,242
tt0021663,6.1,148
tt0021664,7.3,1528
tt0021665,6.1,377
tt0021666,6.2,486
tt0021668,6.7,1471
tt0021671,5.6,116
tt0021673,7.1,1890
tt0021676,6.0,374
tt0021680,6.6,113
tt0021681,5.7,141
tt0021683,5.8,101
tt0021684,5.8,306
tt0021685,5.5,197
tt0021686,4.8,156
tt0021687,5.8,269
tt0021688,5.0,147
tt0021689,5.3,203
tt0021690,5.3,177
tt0021695,6.4,169
tt0021697,5.8,300
tt0021701,6.3,156
tt0021703,6.3,443
tt0021707,6.2,169
tt0021718,6.4,451
tt0021720,6.5,270
tt0021721,6.3,111
tt0021725,6.3,219
tt0021730,7.3,3092
tt0021732,6.4,224
tt0021733,6.7,521
tt0021735,6.4,554
tt0021738,7.4,1500
tt0021739,7.6,4188
tt0021742,6.4,426
tt0021743,4.2,145
tt0021745,6.4,390
tt0021746,5.9,6036
tt0021749,8.5,180215
tt0021750,7.0,1594
tt0021751,5.2,118
tt0021752,6.3,275
tt0021754,6.7,192
tt0021755,7.2,1213
tt0021756,6.0,304
tt0021758,5.9,102
tt0021759,6.4,388
tt0021761,6.1,467
tt0021764,5.7,244
tt0021768,6.1,335
tt0021770,7.0,1133
tt0021772,5.6,209
tt0021775,5.8,141
tt0021778,6.3,1044
tt0021780,6.2,890
tt0021785,5.9,440
tt0021786,6.1,188
tt0021793,5.8,229
tt0021794,6.2,320
tt0021796,5.0,138
tt0021798,6.2,234
tt0021799,6.3,645
tt0021800,7.2,2635
tt0021802,7.1,201
tt0021806,7.6,225
tt0021807,6.2,156
tt0021810,7.2,716
tt0021814,7.4,50979
tt0021815,7.1,4509
tt0021818,7.3,2234
tt0021820,5.7,289
tt0021824,5.3,175
tt0021825,6.2,511
tt0021826,5.9,214
tt0021828,5.6,208
tt0021829,6.0,175
tt0021831,6.6,591
tt0021836,7.2,638
tt0021840,5.9,160
tt0021844,5.0,134
tt0021845,5.4,219
tt0021847,6.5,133
tt0021859,5.3,143
tt0021861,5.7,626
tt0021864,6.1,298
tt0021865,5.9,448
tt0021871,6.3,347
tt0021873,7.3,2083
tt0021874,6.5,1364
tt0021878,7.4,288
tt0021879,5.6,285
tt0021883,5.9,225
tt0021884,7.8,70568
tt0021885,6.6,2543
tt0021889,5.5,369
tt0021890,6.7,2859
tt0021895,5.8,159
tt0021900,5.0,176
tt0021906,6.4,801
tt0021910,6.9,632
tt0021911,5.9,106
tt0021917,5.2,375
tt0021918,5.7,141
tt0021919,6.0,190
tt0021920,5.5,137
tt0021921,6.1,103
tt0021927,5.7,209
tt0021928,6.0,145
tt0021931,6.5,538
tt0021932,6.7,271
tt0021933,6.9,869
tt0021940,5.5,114
tt0021951,7.5,194
tt0021952,6.0,202
tt0021963,5.7,189
tt0021964,5.2,315
tt0021966,5.3,279
tt0021969,6.8,291
tt0021973,5.8,217
tt0021978,7.0,205
tt0021981,6.3,101
tt0021985,7.7,1569
tt0021986,5.4,247
tt0021987,5.5,114
tt0021988,6.1,191
tt0021992,6.1,1023
tt0021996,6.2,164
tt0022000,6.2,1443
tt0022001,6.3,569
tt0022002,6.0,299
tt0022006,5.4,132
tt0022009,6.1,164
tt0022017,7.5,1495
tt0022021,5.9,544
tt0022026,5.3,331
tt0022028,6.1,112
tt0022029,5.6,191
tt0022031,6.3,126
tt0022034,7.0,536
tt0022036,6.7,456
tt0022042,6.4,129
tt0022043,5.8,195
tt0022045,5.5,509
tt0022046,6.0,343
tt0022048,6.4,417
tt0022054,6.9,1335
tt0022056,5.5,257
tt0022058,7.3,1728
tt0022059,5.6,752
tt0022074,7.2,3725
tt0022080,7.2,2243
tt0022083,7.6,144
tt0022085,6.1,220
tt0022086,6.3,405
tt0022088,8.0,260
tt0022100,8.3,154063
tt0022103,6.3,673
tt0022105,6.3,226
tt0022109,5.2,121
tt0022111,6.8,2907
tt0022115,6.5,122
tt0022117,7.0,308
tt0022119,6.2,927
tt0022120,5.2,153
tt0022121,6.4,208
tt0022125,7.8,2290
tt0022127,6.9,157
tt0022134,5.7,288
tt0022135,5.6,164
tt0022139,6.3,165
tt0022145,6.4,371
tt0022146,6.3,421
tt0022147,6.4,800
tt0022149,6.2,707
tt0022150,7.4,3462
tt0022151,7.2,530
tt0022152,6.4,147
tt0022153,7.2,2038
