"('pid',)","('primaryName',)","('birthYear',)","('deathYear',)"
nm10635587,Amyth Sethi,,
nm1063559,Jeanette McMahon,1968,
nm1063564,Larke Miller,,
nm10635663,Shrikant Bhasi,,
nm10635705,Liqing Yang,,
nm10635709,Galil El-Bandari,,
nm1063572,Mildred Owens,,
nm10635729,Mk Anand,,
nm10635753,Gul-e-Rana,,
nm1063588,Jenny Rudell,,
nm10635921,Annu Chelekad Masilamani,,
nm10635936,Xiaogang Gu,1988,
nm1063597,Maja Schöne,1976,
nm1063603,DeAnna Kane,,
nm10636110,Clare Halse,,
nm10636144,Humberto Samuels,,
nm10636145,Hortensia Smith,,
nm10636146,Keha Brown,,
nm1063617,Miss Underwood,,
nm10636170,Gus Gregory,,
nm10636372,Slimane Benouari,,
nm10636373,Azouz Abdelkader,,
nm10636374,Fouad Megiraga,,
nm1063649,Tomio Yamauchi,,
nm1063669,Sérgio Penna,,
nm10636711,Marc Waithe,,
nm1063678,Bill Crain,,
nm1063689,Emilia Zanetti,,
nm10636973,Amandeep Singh,,
nm1063700,Nicholas Spargo,1921,1997
nm1063707,Chantal Piquet,,
nm1063708,Sophie Reiter,,
nm1063709,Anthony F. Rocco,,
nm10637201,Pawan Kalra,,
nm10637222,Yuma Endo,,
nm10637316,Boca Juniors,1905,
nm10637341,Moon Soo-Yun,,
nm10637343,Luiza Kosovski,,
nm1063739,Martin Barraza,,
nm10637542,Oliver Wittkowski,,
nm10637591,Toru Suetsugu,,
nm1063778,Danielle Evenson,,
nm10637841,Helena Frances,,
nm10637938,Scarlet Löhrke,,
nm1063802,Tamara Isaac,,
nm10638041,Jia Honglin,,
nm10638141,Steve Wolski,,
nm10638148,Dylan Gavasse,,
nm10638332,Harry Radbone,,
nm1063834,Vicki Madden,,
nm10638364,Rohit Rajawat,,
nm1063838,Guillaume Martin,,
nm10638414,Gareth William Lyngwa,,
nm10638415,Sylvester Shangpilang,,
nm1063844,Clint McCray,,
nm10638511,Naisha Arora,,
nm10638559,Sargam Jassu,,
nm10638568,Lucie Fréjaville,,
nm1063863,O'Shea Read,,
nm1063865,Keiko Oyamada,,
nm10638710,A.K.,,
nm10638711,Diwacara Thiyagarajan,,
nm10638712,Thalapathy Rathinam,,
nm10638713,Muganvel,,
nm1063872,Jason Preston,,
nm1063878,Walter Raney,1941,2021
nm10638780,Yuki Nagata,,
nm10638825,Himani Sharma,,
nm10638857,Ellen Karppo,,
nm10638960,Anthony Douglas Sanners,,
nm10639004,Shubhankar Tawde,,
nm1063901,Owen Simmons,,
nm10639147,R.M. Veerappan,,
nm10639407,Santiago Beltrán,,
nm10639408,Rajeev Ankit,,
nm1063941,Estelle Robin You,,
nm1063955,Pete Kameron,1921,2008
nm1063960,P. Mallikharjuna Rao,,
nm10639702,Janet Cutugno,,
nm1063985,Son Dexter,,
nm1063993,Katsumi Itô,,
nm10639938,Sarah Brown,,
nm10639946,Emi Lo,1991,
nm10639993,Tatsuki Ichinose,,
nm10640384,Martin Gazda,,
nm10640396,Jen Hovorka,,
nm1064048,Nikolaj Arcel,1972,
nm1064049,Dayna Barron,,
nm1064051,James Callaway,,
nm1064052,Willy Coomans,,
nm1064055,William Gage,,
nm1064057,Lee Knight,,
nm1064060,Eddie Leiner,,
nm1064063,Jack Neal,,
nm1064065,Christophe Pellet,,
nm1064066,Elizabeth Perdix,1901,
nm1064067,Roberto Sonego,,
nm1064068,Richard Swinger,,
nm1064069,Tatsurô Nagai,,
nm1064070,Juan Villoro,1956,
nm1064076,Ulugbek Khamraev,1970,
nm1064077,Mamoru Hoshi,,
nm1064079,Gabriel González Meléndez,,
nm1064083,John Harrison,1924,2018
nm10640839,Scott Wascha,,
nm1064084,Leslie Plumley,,
nm10640857,Mahiro Tanimoto,,
nm1064099,Andrew Neil,,
nm1064104,Scott Yaphe,1970,
nm1064106,Geraldine Fitzgerald,,
nm1064112,Summer Borden,,
nm1064117,Daniel Arkin,,
nm1064118,Georges Arnaud,1917,1987
nm10641206,Tao Yang,,
nm10641254,Kent Gonzales,,
nm1064127,Bridget Bedard,,
nm10641384,Jess Fogarty,,
nm1064142,Mike Bolin,,
nm10641472,Uttam Domale,,
nm10641554,Ranga,,
nm10641555,Rajesh Dev,,
nm10641556,Swayam Siddha,,
nm10641557,Praveen Koreografia,,
nm10641572,María Lejárraga,,
nm10641641,Mame Bineta Sane,,
nm10641642,Amadou Mbow,,
nm10641643,Traore,,
nm10641644,Nicole Sougou,,
nm10641649,Fatima Al Qadiri,,
nm10641693,Douae Belkhaouda,,
nm10641727,Millie Morice,,
nm1064180,Jim Hanna,,
nm1064186,Jake West,,
nm10641981,Danny Beck,,
nm10641984,Century Gowda,,
nm1064207,David Bond,,
nm10642118,Ganesh Rasane,,
nm10642144,Mohamed Okasha,,
nm1064228,Simon Fraser,1970,
nm10642300,Sebastián Amenábar,,
nm1064232,Billy Gould,1963,
nm10642338,Michael,,
nm1064236,Neil Hamilton,1949,
nm10642378,Bryan Stratton,,
nm1064240,Steve Harris,1956,
nm10642499,Ike Holter,,
nm1064250,Vladimir Karasyov,,
nm1064259,John Little,,
nm1064260,Mike Logan,1992,
nm1064269,Tyler Miller,,
nm1064278,David Olsen,1951,
nm1064283,Sasa Petrovic,1962,
nm1064292,Craig Roberts,1991,
nm1064297,Andrew Scott,1967,
nm1064300,Shiva Rindani,,
nm1064310,Freddie White,,
nm10643339,Amee,,
nm10643441,Ganesh Ghadi,,
nm1064352,Tracy Reed,1941,2012
nm10643546,Emily Clarke,,
nm10643788,Tamotsu Taga,,
nm1064381,Tamás Babos,1968,
nm1064383,Nancy Bennett,,
nm1064387,David Hopkins,,
nm1064390,John McLain,,
nm10643926,Megan Ranney,,
nm1064395,Mauricio Vidal,,
nm10644000,Mark Koufos,,
nm10644001,Catherine Howard,,
nm1064401,Slobodan Markovic,1951,
nm10644015,Lou Lanza,,
nm1064402,Roy Martin,,
nm1064405,Tamás Somló,1947,2016
nm1064406,Bill Alexander,1948,
nm1064407,James Brown,,
nm1064408,Robert Cohen,,
nm1064411,Dave Diamond,,
nm1064412,Tony Gregory,,
nm1064419,Richard Valentine,,
nm10644249,Ruoxin Yin,,
nm1064425,Ron Brody,,
nm10644258,Rachana Dashrath,,
nm1064441,Nicholas S. Carpenter,,
nm10644519,Duy Phuong,,
nm10644657,Xukun Cai,,
nm1064477,Jim McLean,1951,2018
nm10644804,Elena Cole,,
nm10644805,Keaton Edmund,,
nm10644851,Gulshan,,
nm10644985,Barkha Sen Gupta,,
nm1064500,Tim Williams,,
nm1064504,József Berger,,
nm10645058,Shigeru Ebara,,
nm1064510,Chris Holter,,
nm1064515,Don Sanders,,
nm1064516,David Waters,,
nm1064519,Jean Lafitte,,
nm10645228,Alison Peck,,
nm10645243,Joe Essig,,
nm10645274,Yingxin Zhu,,
nm10645368,Allison Bloom,,
nm1064542,Andy Day,,
nm1064543,Dan Evans,,
nm1064546,Ray Lee,,
nm1064547,Murray McRae,,
nm1064550,James Aaron Oliver,1974,
nm1064551,Jaime Palacios,,
nm1064560,Rolf Abderhalden,,
nm1064569,Ashok Adnani,,
nm1064570,Myriam Aegerter,1976,
nm10645740,Denisa Juhos,,
nm10645757,Preeti Hansraj Sharma,,
nm1064577,Pani Scott,,
nm1064583,Alev Akakar,1949,
nm1064584,Atilla Akarsu,1956,2020
nm10645843,Brian O'Shaughnessy,,
nm1064585,Abdi Algül,1933,2019
nm1064588,Ghadah Al-Akel,1965,
nm1064597,Yousaf Ali Khan,,
nm1064599,Samuil Alishin,,
nm1064602,Martie Allyne,,
nm10646030,Jasmine Clark,,
nm10646058,Maximillian Berger,,
nm10646060,Robert Beck,,
nm10646068,Linda Boisvert,,
nm1064607,Tiago Alves,,
nm10646107,Yoko Mizutani,,
nm1064614,Jean-Michel Anctil,1966,
nm10646169,Romina Escobar,,
nm10646170,Luis Soda,,
nm10646239,R. Raja,,
nm1064630,Eiji Arakawa,,
nm1064632,Hirohiko Araki,1960,
nm1064633,Joel Zito Araújo,,
nm10646355,Molly Zhang,,
nm10646361,Mathieu Magny,,
nm10646362,Daniel Moranville,,
nm10646364,Chimaki Kuori,,
nm1064646,Jonas Alexander Arnby,1974,
nm10646471,Pedro Andrade,,
nm1064649,Eitan Arrusi,,
nm1064650,Ray Arsenault,1929,2006
nm1064651,Slavko Avsenik Ml.,,
nm10646533,Yue Yang,,
nm1064654,Andy Arway,,
nm10646573,Hector Oliveras Garcia,,
nm10646640,Yao Chen,,
nm10646672,Erin Crocker,,
nm10646676,Aichetou Abdallahi Najim,,
nm10646723,Leena Arora,,
nm1064673,Marta Azcona,,
nm10646821,Shuri Nakamura,,
nm10646824,Karma Jenkins,,
nm10646825,Bryan Menjivar,,
nm1064683,Claudio Baglioni,1951,
nm1064687,Shawn Baichoo,,
nm1064691,Dick Baka,,
nm1064693,Víctor Balicas,,
nm1064703,Nilde Baracchi,1889,
nm1064704,Silvia Barbiera,,
nm10647055,Ria Nalavade,,
nm10647108,Sahil Mehta,1997,
nm10647123,Nicolas Liorit,,
nm1064715,Romy Bartz,,
nm1064716,Stan Barua,1965,
nm1064718,Gordon Baskerville,,
nm1064724,Evgen Bavcar,,
nm10647265,Md Imran,,
nm1064728,Jessie Beaulieu,,
nm1064732,Molly Bedell,,
nm1064744,Yazid Benfeghoul,,
nm10647444,Miroslav Miletic,,
nm1064746,Alain Benguigui,,
nm10647505,Stephen Mulholland,,
nm10647525,Mike Simpson,,
nm1064753,Jan Beran,1927,1993
nm1064755,Mats Berglund,,
nm1064761,Ilir Bezhani,1949,
nm10647629,Akito Kitamura,,
nm1064764,Hrishitaa Bhatt,1981,
nm1064766,Hanna Bieluszko,1954,
nm1064767,Huda Bihari,,
nm1064768,Vicko Bilandzic,1977,
nm1064772,Alison Lea Bingeman,,
nm1064776,Gilles Bissot,,
nm10647775,Büke Aksehirli,,
nm1064778,Kelli Bixler,,
nm10647813,Jay Dub,,
nm1064785,Isabelle Blanchard,,
nm1064804,Dorman Borisman,,
nm1064805,Maarten Bosmans,1977,
nm10648050,Kristian Jordan,,
nm1064807,Tee Bosustow,,
nm1064809,Quinn M. Botthof,,
nm1064815,Lionel Bourguet,,
nm1064816,Vance Bourjaily,1922,2010
nm1064823,Cayden Boyd,1994,
nm10648251,Nikolaj Polujanov,,
nm10648259,Astrid Janer,,
nm1064830,Aimee Bravo,,
nm1064837,Nikki Bridges,,
nm10648381,Babu Mathews,,
nm1064839,Timothy Bright,,
nm1064840,Jean Kraynak Brinck,,
nm10648403,Martha Vincent,,
nm10648404,Colin Jacobs,,
nm1064843,Ryan Bronz,,
nm1064845,Frédérique Broos,1970,
nm1064857,C. Buchet-Charlet,,
nm10648588,Armands Reinis,,
nm10648589,Onni Vesikallio,,
nm1064860,Anders Johannes Bukh,,
nm10648611,Andrea Reuter,,
nm1064871,Mila Stanojevic-Byford,1943,
nm10648850,Suchin Pak,,
nm10648881,Eric Belley,,
nm1064889,Darren Campion,,
nm1064894,Gianni Cardillo,,
nm1064895,Ben Cardinale,,
nm10648992,Jo Ben Ayed,,
nm10649005,Emily Alonso,,
nm10649059,Craig Bradley,,
nm1064906,Marco Castoldi,1972,
nm1064909,Julian Cautherley,,
nm1064910,Aurélien Cavaud,,
nm10649232,André Borelli,,
nm10649237,Vitor Moutte,,
nm1064928,Violette Chauveau,1963,
nm1064945,Mu-ryong Choi,,
nm10649477,Keiko Watanabe,,
nm10649487,Ibrahim Al Hussein,,
nm10649488,Qutaiba Nafer,,
nm10649489,Maria Alahmad,,
nm10649490,Christine Kiessig-Kämper,,
nm10649491,Olivier Bonnet,,
nm10649492,Mahmoud Sultan,,
nm10649511,Yang Meng,,
nm10649516,Nicolas Vinson,,
nm1064959,Ray Cioni,,
nm1064960,Ezequiel Cipols,,
nm10649642,Matthew Haag,,
nm10649706,Robert Leonard,,
nm10649711,Jay Lycurgo,,
nm10649738,Bersan Tan,,
nm10649739,Pelin Gülcan,,
nm10649782,Paul Williams,,
nm10649792,Irena Jakelic,,
nm10649797,Zrinka Vilic,,
nm1064985,Joel Corelitz,,
nm1064987,Lee Cormie,1992,
nm10649889,Lawrence Gipe,,
nm10649890,Soumyasree Ghosh,,
nm1064991,Erin J. Corsair,,
nm10649984,Jeremiah Johnson,,
nm10650017,Samantha Matti,,
nm1065012,Leah Renee,1985,
nm10650130,Mahabrata Basu,,
nm1065015,Cameron Cutler,,
nm1065016,Artur Cyanetto,,
nm1065020,Daria D'Antonio,,
nm10650220,Takatoshi Aoki,,
nm1065023,Shane Dabiri,,
nm1065030,Jess Dandy,1871,1923
nm10650318,Naoya Iizuka,,
nm10650319,Hidenori Oikawa,,
nm1065032,Bhushan Kumar,,1997
nm10650320,Masahiro Hayakawa,,
nm10650321,Motoki Fujita,,
nm1065038,Ralph Wallace Davenport,,
nm1065039,Celeste Marie Davis,,
nm10650396,Jong-un Lee,,
nm1065044,Diego De Diego,,
nm1065060,Syn DeVil,1979,2018
nm1065068,Chris Delaporte,,
nm10650690,Yuki Inoue,,
nm10650712,Téo Frank,,
nm10650716,Ryoji Tanaka,,
nm1065078,Hemang Desai,,
nm1065099,C.P. Dixit,,
nm1065103,Creighton Doane,,
nm1065109,Christian Dolezal,1971,
nm1065111,Phil Donlon,,
nm10651123,Mia Dinoto,,
nm10651133,Sabine Clauser,,
nm1065122,Milena Dreißig,1975,
nm10651232,María Herrador,,
nm1065130,Antonin Duchtik,,
nm1065132,John Stuart Dudley,1893,1966
nm1065133,Natacha Dufaux,,
nm1065143,Ed Dyson,,
nm10651442,Dou Li,,
nm10651477,Paulette Dean Daly,,
nm1065155,Peggy Eisenhauer,1963,
nm10651557,Rihito Noda,,
nm10651564,Min-Kyung Shin,,
nm1065159,Karim Sebastian Elias,1971,
nm1065166,Arié Elmaleh,1975,
nm10651692,Jeff Banks,,
nm10651711,Sathvika Appaiah,,
nm1065172,Bob Enyart,,2021
nm10651735,Shingo Murakami,,
nm1065184,Brian Keith Etheridge,,
nm10651972,K. Ajay Surya,,
nm10651973,Vasanth Kalyan,,
nm10651974,Arpitha Gowda,,
nm10651975,Niharika,,
nm10651989,Mike Gordon,,
nm10651990,Ernest Anastasio,,
nm10651991,Sue Anastasio,,
nm1065216,Karel Feix,1903,1972
nm1065221,Julie Fellmann,,
nm1065225,Paula Ferguson,,
nm1065227,Carlo Ferrante,,
nm1065229,America Ferrera,1984,
nm10652294,Sean Bannon,,
nm10652312,Ajit Arora,,
nm10652314,Kenneth Hartman,,
nm1065232,Scott Feschuk,,
nm1065239,Jasson Finney,,
nm10652418,Jae-Wook Lee,,
nm1065242,Flavie Flament,1974,
nm1065250,Julien Fonfrede,1970,
nm1065261,Lucy Frashure,,
nm10652637,Louis Vazquez,2004,
nm1065267,Greg Freitas,,
nm1065281,Franky G,1965,
nm1065282,Nacho Gabasa,,
nm10652911,Emmanuel Briceño,,
nm10652912,Johanna Ibañez Palacios,,
nm10652913,Carlos Cruz Patiño,,
nm1065292,Craig Gallivan,1984,
nm1065293,Øyvind Garau,,
nm1065298,Johanne Garneau,,
nm1065310,Emir Gengic,,
nm1065316,Rhett Giles,1973,
nm10653164,Tashi Malik,,
nm1065319,Jan Gintberg,1963,
nm10653249,Rafael Cuevas,,
nm10653254,Anthony Ammons,,
nm10653326,Seyit Nizam Yilmaz,2001,
nm10653327,Mert Bugra Tataroglu,,
nm1065333,Dariusz Gnatowski,1961,2020
nm1065338,Yoshiharu Gotanda,,
nm1065339,Linn Gottfridsson,,
nm1065342,Briar Grace Smith,,
nm10653460,Hannah C. Langley,,
nm1065358,Gaute Grøtta Grav,1979,
nm1065367,Jack Gulick,,
nm10653732,Paul Sweezy,,
nm10653733,Paul A. Baran,,
nm10653749,Akshita Mudgal,,
nm10653751,Tarka Pednekar,,
nm10653793,Vinod Sagar,,
nm1065381,Valentina Gómez,,
nm1065383,Jae-yeong Ha,,
nm1065386,Vasil Hadzimanov,1973,
nm10653911,Marc Sumerak,,
nm1065397,Tarik Hamdine,,
nm1065402,Sanaa Hamri,,
nm1065403,Muksin E. Hamzah,,
nm1065404,Gab-jin Han,,
nm1065406,Jin-hie Han,1949,
nm1065414,Erik Jan Hanussen,1889,1933
nm1065417,Norman T. Hatch,1921,2017
nm10654205,Ann-Kathrin Eicher,,
nm1065446,H.R. Hays,,
nm10654484,Mathias Budzinski,,
nm1065452,Rasmus Heisterberg,1974,
nm1065454,Tricia Helfer,1974,
nm1065461,Jin Heo,,
nm1065463,Bo-sung Kim,1966,
nm10654631,Jeff Willy,,
nm1065467,Pablo Hernándes,,
nm1065469,Juan Pedro Herraiz,,
nm1065470,Evan Herrick,,
nm10654786,Giedre Gudeikiene,,
nm10654797,Teemong,,
nm1065484,Peter Hinderthür,,
nm10654841,Rebecca Zahau,,2011
nm1065486,Takashi Hirano,,
nm1065496,Seok-cheon Hong,1971,
nm1065498,Seok-yeon Hong,,
nm10654993,Neel Raaj Kulkarni,,
nm1065503,Keiko Horiuchi,1971,
nm1065506,Eike Hosenfeld,1974,
nm10655090,Vincent J. Ward,,
nm10655098,Vesela Toteva,,
nm1065514,Bruno-René Huchez,1943,2016
nm10655145,Tomoyo Takayanagi,,
nm10655146,Yukina Shuto,,
nm10655159,Siddharth Mishra,,
nm1065517,Kurt Huemer,1933,2005
nm1065525,Gerry Hungbauer,1961,
nm10655281,Sakyiwaa Baah,,
nm10655297,Eladio Arvelo,,
nm1065530,Karel Hutecka,,
nm1065533,Jeong-sun Hwang,,
nm1065537,John C. Hyke,,
nm10655381,Rawad El-Zein,,
nm10655384,Jad Orphée Chami,1998,
nm1065544,Yumiko Igarashi,1950,
nm1065547,Witi Ihimaera,1944,
nm1065549,Man Izawa,1945,
nm10655532,Sarvenaz Mostofi,,
nm10655571,Mariya Lisovaya,,
nm10655572,Olga Ageeva,,
nm1065563,Mitsue Isa,,
nm10655659,Javed Murtaza Ali Khan,,
nm1065566,Shin'ichi Ishikawa,,
nm1065575,Sudesh Iyer,,
nm1065581,Emanuel Jacobina,,
nm10655810,Christopher Kennedy,,
nm1065585,Mi-hee Chang,1957,
nm1065588,João Jardim,,
nm10655904,Doga Karakas,,
nm10655915,Bryan J. Olson,,
nm10656031,Ruby De Tie,,
nm1065604,Bo-seok Jeong,1961,
nm1065605,Do-hwan Jeong,,
nm10656050,Baptiste Rouveure,,
nm1065613,Maribel Jiménez,,
nm10656143,Hidefumi Hanaya,,
nm10656203,Monica McNutt,,
nm10656209,Michael Gates,,
nm10656210,Kyle Cruz-Cordova,,
nm10656212,Laura Gates,,
nm1065622,Marius Johansen Hansen,,
nm10656227,Yi Jiang,,
nm1065631,Darto Juned,,
nm10656343,Smileybs,,
nm10656367,Zoey Luna,,
nm1065656,Kaori,1976,
nm1065658,Deepak Kapoor,,
nm1065659,Seyfettin Karadayi,1923,2017
nm1065664,Stana Katic,1978,
nm1065667,David Katznelson,,
nm10656677,Billy Bryk,1999,
nm1065668,Osamu Katô,1936,
nm10656686,Loic Minaudier,,
nm10656687,Vesper Romer-Lee,,
nm1065679,Thomas Kercmar,1963,
nm10656827,Christophe Bonneuil,,
nm10656828,Jean-Baptiste Fressoz,,
nm1065685,Jochen Ketschau,,
nm1065686,Farah Khalid,1976,
nm1065687,Naushir Khatau,,
nm1065699,Hwa-shik Kim,,
nm1065700,Jonathan Kim,1960,
nm1065704,Kumija Kim,1958,2004
nm10657090,Ari Arnarson,,
nm1065711,Ye-ryeong Kim,1969,
nm1065713,Yoshihiro Kimura,,
nm1065716,Tetsuo Kinjô,1938,1976
nm1065718,Marzena Kipiel-Sztuka,1965,
nm10657198,Austyn Tester,,
nm10657206,Gabriela Camara,,
nm1065725,Elizabeth Klaviter,,
nm1065728,Arkadi Klyonov,,
nm1065730,Peter Øvig Knudsen,1961,
nm1065734,Eiko Koike,1980,
nm10657368,Sigurmar Albertsson,,
nm10657484,Erika Moore,,
nm1065760,Sophia Krapoth,1968,
nm1065767,Spiros Krimbalis,,
nm1065772,Jaime Ferkic,1989,
nm10657757,Vladimir Stasov,,
nm1065785,Tony Kushner,1956,
nm1065786,Jeong-hwan Kwak,,
nm10658006,Mads Bjørn,,
nm1065801,Raj Lalchandani,,
nm10658065,Alain Soliveres,,
nm1065807,Mirko Lang,1978,
nm10658097,Aesha Scott,,
nm1065814,Stephen M. Lashly,,
nm10658230,Behzad Javaheri,,
nm1065825,Lee Deok-hwa,,
nm1065829,Hwang-rim Lee,,
nm1065832,In-kwon Lee,,
nm1065836,Ju-hie Lee,,
nm10658388,Ryan Webber,,
nm1065841,Seong-jae Lee,,
nm1065842,Woo-hyouk Lee,,
nm1065848,Dhani Lennevald,1984,
nm1065860,Ryann Liebl,1977,
nm10658754,Alice Oswalt,,
nm1065885,Hannah Logan,,
nm10658868,Zhu Dong Ning,,
nm10658869,Xing Fei,,
nm10658870,Lin Yi,1999,
nm10658873,Zhou Zi Xin,,
nm10658874,Zheng Ying Chen,,
nm10658875,Zhao Qian Qian,,
nm1065892,Julie Lopes-Curval,,
nm1065895,Kris Loranger,,
nm1065902,Loni Love,1971,
nm10659033,Amber Havard,2004,
nm1065905,Fernando Loygorri,,
nm10659063,Patima Tungpuchayakul,,
nm10659064,Tun Lin,,
nm10659113,Dead Squirrel,,
nm1065915,Sara Lumholdt,1984,
nm10659230,Simon Webster,,
nm1065929,Elyas M'Barek,1982,
nm10659316,Marcel Jouet,,
nm10659317,Albert Lubrano,,
nm10659392,Marina Cerochi,,
nm10659447,Roopesh Omana,,
nm10659453,Wislanda Louimat,,
nm10659454,Mackenson Bijou,,
nm10659465,Dani Ruggeri,,
nm1065952,Andréa Maltarolli,1962,2009
nm1065966,Niksa Marinovic,1974,
nm1065967,Lina Markaki,,
nm1065970,Liza Marklund,1962,
nm1065973,Corey Marr,,
nm1065975,Federica Martinelli,,
nm1065976,Rosario Martínez,,
nm10659899,Adrienne Earle Pender,,
nm10659968,Umut Evirgen,,
nm1066000,Jarby McCoy,,
nm1066003,Nicko McBrain,1952,
nm1066006,William McCleery,,
nm1066010,Ellen McCracken,1924,2014
nm10660160,Bheem Srinivas,,
nm10660191,Alex Evans,,
nm1066022,Neelam Mehra,,
nm10660262,Olga Petsa,,
nm10660314,Claude Scott-Mitchell,,
nm10660315,Alexander Calhoun,,
nm1066033,Tania Meneguzzi,1978,
nm10660351,Philip Daniel Craigie,,
nm10660367,Mike McMillin,,
nm10660436,Little Man,,
nm10660437,Safi Kamau Goodman,,
nm10660486,Neil Young,,
nm1066054,Sandra Peden Miller,,
nm1066058,Leo Minaya,,
nm10660586,Amber Gelinas,,
nm10660612,Chen Xu,,
nm1066062,Shingo Misawa,,
nm1066063,Susanne Mischke,1960,
nm1066065,Kazuho Mitsuta,,
nm1066073,Sheldon Moldoff,1920,2012
nm1066074,Matthew Monaster,,
nm1066075,Sigfrid Monleón,1964,
nm1066079,Céline Montsarrat,,
nm1066085,Pascale Moreaux,,
nm1066086,Amélie Morin,1956,
nm1066087,Variety Moszynski,,
nm1066093,Harry Miles Muheim,1920,2003
nm1066097,Barbara Mularczyk,1984,
nm1066098,Mark Mulcahy,,
nm1066104,Alessandra Mura,,
nm1066114,Axel Nacher,,
nm10661150,Diego Mancino,,
nm1066116,Isao Nagahisa,,
nm1066117,Tatsuya Nagatomo,1953,
nm1066119,Akira Nakahara,,
nm1066120,Ken Nakamoto,1956,
nm10661206,Dan McBride,,
nm1066132,Ali Naushahi,,
nm1066139,Robin Neinstein,,
nm10661433,Francis Tipene,,
nm10661434,Kaiora Tipene,,
nm1066151,Asoo Nihalani,,
nm10661546,Helen Clucas,,
nm10661573,Natalia Temesgen,,
nm1066171,Terence Jay,1985,
nm1066173,Danny O'Donoghue,1980,
nm1066174,Georgia O'Keeffe,1887,1986
nm1066175,Colm O'Murchu,,
nm1066180,Jack Ofield,,
nm1066182,Toshi Ohgushi,,
nm1066186,Sean Okin,,
nm1066187,Sonia Okomo,,
nm10661881,Metin Ewr,,
nm10661882,Ilham Baki,,
nm10661883,Mehmet Emin Engizek,,
nm1066197,Robert Oppel,1979,
nm10661975,Rio Raj,,
nm1066206,Martin Otterbeck,,
nm10662088,Richard Bradley,,
nm10662097,Steve Bulyga,,
nm10662101,Jennifer Cates,,
nm10662102,Cara Lea Holmes,,
nm1066215,Teddy Page,,
nm1066220,Roberto Palomino,,
nm10662226,Appaji,,
nm10662249,Tej Kurapati,,
nm10662250,Dinesh Tej,,
nm1066226,Ken Parham,1961,
nm10662261,Gizem Nur Doga,,
nm1066227,Chan-hwan Park,,
nm1066234,Carlo Da Fonseca Parsotam,,
nm10662362,Néa Lüders,,
nm10662445,Hengky Christ,,
nm1066246,Christopher Pavlick,,
nm10662552,Jackson,,
nm1066261,Rica Peralejo,1981,
nm1066262,Kenneth Peralta,,
nm10662683,Tibor Jona,,
nm10662775,Robbie Mahon,,
nm1066280,Arsenio Reinaldo Pica,,
nm1066287,Lawrence Pitkethly,,
nm10662871,Kelley L. Carter,,
nm10662893,Goran Jesic,,
nm10662913,Ahmad Fayaz Osmani,,
nm10662917,Karan Jeet Singh,,
nm10662919,Nahid Yakmanesh,,
nm10662920,Yama Yakmanesh,,
nm10662926,Kuniko Maeda,,
nm1066293,Ute Platzer,,
nm1066301,Matthew Pollack,,
nm10663039,Stephanie Berrington,,
nm10663040,Werner Thaller,,
nm1066306,Das Pop,,
nm10663070,Ram Kishan Dhakad,,
nm10663088,Simon Friend,,
nm10663100,James Schultz,,
nm10663146,Adam Weston Poell,,
nm10663168,Greg Kulon,,
nm10663197,Ana Cordeiro,,
nm10663229,Sami Jakobsson,1994,
nm10663230,Jessica Roos,,
nm10663231,Adam Davies,,
nm10663287,Bruno Franceschini,,
nm1066346,Jolene Purdy,1983,
nm1066352,Leena Pöysti,1976,
nm1066353,Richard Quesnel,,
nm10663778,Guilherme Tomé,,
nm1066382,Polo Ravales,1982,
nm10663866,Daryl Leigh Lynn,,
nm10663868,Douglas Garcia,,
nm10663873,Augusto Danilo,,
nm1066391,Josh Reims,,
nm1066396,Ranjith,,
nm10664125,Pablo 'Sarcófago' Cano,,
nm10664126,Ruben 'Roy' Quiroga,,
nm1066424,Jared Rivet,,
nm10664310,Fred Savage,,
nm1066440,Anne Ross Muir,,
nm1066450,Tom Rule,,
nm10664572,Steven D. Fernandez,,
nm10664576,Ariunbold E.,,
nm10664577,Enkhtuul G.,,
nm10664586,Khuubaatar U.,,
nm10664608,Delgertsetseg B.,,
nm10664623,S.P. Shankar,,
nm10664624,Santha Priya,,
nm10664625,Ruben,,
nm10664634,Norio Inoue,,
nm10664635,Koichi Onose,,
nm10664636,Hiroyuki Utsunomiya,,
nm1066467,Hidetaka Saitô,,
nm1066471,Dominic Saleh-Zaki,1982,
nm1066472,Barbara Salesch,1950,
nm10664787,Tony Davis,,
nm1066482,Vinay Sapru,,
nm10664873,Mark Lee Johnson Jr.,,
nm1066490,John F. Schaffer,,
nm1066492,Valéry Schatz,,
nm10664933,Talissa Mansfield,,
nm1066495,Andrew Schlessinger,,
nm1066496,Herb Schlosberg,,
nm10665002,Brian Jacobs,,
nm1066514,Barbara Scolaro,1966,
nm10665205,Maarten Langelo,,
nm1066521,Cleumo Segond,,
nm10665216,Noura Ibrahim,,
